Nama.Produk,Harga,Gambar,Berat,Kipas,Backlight.Keyboard,Volume,Lebar,Ketinggian,Ketebalan,ukuran.layar,Resolusi,Kerapatan.Piksel,Jenis.Layar,Layar.Sentuh,Anti.Pantul,RAM,Kecepatan.RAM,Penyimpanan.Flash,Penyimpanan.Internal,Kecepatan.CPU,Thread.CPU,SSD.NVME,HDMI,USB.Daya,Adaptor.Magsafe,Suara.Stereo,"Konektor.Suara.3,5mm",Dolby.Atmos,Stylus,Pemindai.Sidikjari,Jumlah.Mikrofon,Pengenal.Wajah.3D
"Dell Latitude E7240 Touch 12.5"" Intel Core i5-4310U 2GHz / 4GB / 128GB",359,https://images.versus.io/objects/dell-latitude-e7240-touch-12-5-intel-core-i5-4310u-2ghz-4gb-128gb.front.master.1576684641045.jpg,1.27,0,1,1313073,309.9,210.8,20.1,12.5,1366 x 768px,125,"LED-backlit, LCD",1,1,4,1600,1,128,2 x 2GHz,4,0,1,1,0,1,1,0,0,1,2,0
"MSI GT72 Dominator Pro-007 17.3"" Intel Core i7-4710HQ 2.5GHz / 32GB / 1TB",1.65,https://images.versus.io/objects/msi-gt72-dominator-pro-007-17-3-intel-core-i7-4710hq-2-5ghz-32gb-1tb.front.master.1576684641045.jpg,3.9,0,1,6012723,428,293.9,47.8,17.3,1920 x 1080px,127,"LED-backlit, LCD",0,1,32,1600,1,1000,4 x 2.5GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Lenovo IdeaPad Y700 15.6"" Intel Core i7-6700HQ 2.6GHz / 16GB / 1TB",500,https://images.versus.io/objects/lenovo-ideapad-y700-15-6-intel-core-i7-6700hq-2-6ghz-16gb-1tb.front.master.1576684641045.jpg,2.59,0,1,2774023,386.8,276.9,25.9,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",1,1,16,2133,1,1000,4 x 2.6GHz,8,0,1,1,0,1,1,0,0,0,2,0
"Lenovo Thinkpad Yoga 260 12.5"" Intel Core i7-6600U 2.6GHz / 4GB / 512GB",324,https://images.versus.io/objects/lenovo-thinkpad-yoga-260-12-5-intel-core-i7-6600u-2-6ghz-4gb-512gb.front.master.1576684641045.jpg,1.32,0,1,1219083,309.9,221,17.8,12.5,1920 x 1080px,176,"IPS, LCD, LED-backlit",1,0,4,2133,1,512,2 x 2.6GHz,4,0,1,1,0,1,1,0,1,1,2,0
"Asus ROG Strix GL753VD 17.3"" Intel Core i7 7700HQ 2.8GHz / 16GB / 1TB",886,https://images.versus.io/objects/asus-rog-strix-gl753vd-17-3-intel-core-i7-7700hq-2-8ghz-16gb-1tb.front.master.1576684641045.jpg,2.99,0,1,3432023,414,271.8,30.5,17.3,1920 x 1080px,127,LCD,0,1,16,2400,0,1000,4 x 2.8GHz,8,0,1,1,0,1,1,0,0,0,2,0
"Dell Alienware 17 R1 (2014) 17.3"" Intel Core i7-4940MX 2.9GHz / 8GB / 1.2TB",2749,https://images.versus.io/objects/dell-alienware-17-r1-2014-17-3-intel-core-i7-4940mx-2-9ghz-8gb-1-2tb.front.master.1576684641045.jpg,4.15,0,1,5677623,413.5,297.2,46.2,17.3,1920 x 1080px,127,"LED-backlit, LCD",0,1,8,1600,1,1200,4 x 2.9GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Asus ROG G750JX 17.3"" Intel Core i7-4700HQ 2.4GHz / 16GB / 1.25TB",1.54,https://images.versus.io/objects/asus-rog-g750jx-17-3-intel-core-i7-4700hq-2-4ghz-16gb-1-25tb.front.master.1576684641045.jpg,4.81,0,1,6595153,408.9,317.5,50.8,17.3,1920 x 1080px,127,"LED-backlit, LCD",0,1,16,1600,1,1025,4 x 2.4GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Asus G751JY 17.3"" Intel Core i7-4710HQ 2.5GHz / 24GB / 1TB",1249,https://images.versus.io/objects/asus-g751jy-17-3-intel-core-i7-4710hq-2-5ghz-24gb-1tb.front.master.1576684641045.jpg,3.81,0,1,5714093,416.6,317.5,43.2,17.3,1920 x 1080px,127,"IPS, LCD, LED-backlit",0,1,24,1600,1,1000,4 x 2.5GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Asus ROG Strix 15.6"" Intel Core i7 6700HQ 2.6GHz / 16GB / 1TB",1279,https://images.versus.io/objects/asus-rog-strix-15-6-intel-core-i7-6700hq-2-6ghz-16gb-1tb.front.master.1576684641045.jpg,2.2,0,1,2425983,389.9,265.9,23.4,15.6,1920 x 1080px,141,"LED-backlit, LCD",0,1,16,2133,1,1000,4 x 2.6GHz,8,0,1,1,0,1,1,0,0,0,1,0
"HP 15-k020us 15.6"" Intel Core i7-4710HQ 2.5GHz / 8GB / 1TB",1.8,https://images.versus.io/objects/hp-15-k020us-15-6-intel-core-i7-4710hq-2-5ghz-8gb-1tb.front.master.1576684641045.jpg,2.6,0,1,2820973,384.6,260.1,28.2,15.6,1920 x 1080px,141,"LED-backlit, LCD",1,0,8,1600,0,1000,4 x 2.5GHz,8,0,1,1,0,1,1,0,0,1,2,0
"Acer Predator 15 G9-593 15.6"" Intel Core i7-6700HQ 2.6GHz / 16GB / 256GB",1,https://images.versus.io/objects/acer-predator-15-g9-593-15-6-intel-core-i7-6700hq-2-6ghz-16gb-256gb.front.master.1576684641045.jpg,3.75,0,1,4466943,391.2,299.7,38.1,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",0,1,16,2133,1,256,4 x 2.6GHz,16,0,1,1,0,1,1,0,0,0,1,0
"HP EliteBook x360 1030 G2 13.3"" Intel Core i5 7200U 2.5GHz / 16GB / 128GB",899,https://images.versus.io/objects/hp-elitebook-x360-1030-g2-13-3-intel-core-i5-7200u-2-5ghz-16gb-128gb.front.master.1576684641045.jpg,1.28,0,1,1038493,317,218.4,15,13.3,1920 x 1080px,165,LCD,1,0,16,2133,1,128,2 x 2.5GHz,8,0,1,1,0,1,1,0,0,1,3,0
"Dell Latitude E5540 15.6"" Intel Core i5-4300U 1.9GHz / 4GB / 500GB",377,https://images.versus.io/objects/dell-latitude-e5540-15-6-intel-core-i5-4300u-1-9ghz-4gb-500gb.front.master.1576684641045.jpg,2.27,0,1,2903383,378.5,251.5,30.5,15.6,1366 x 768px,100,"LED-backlit, LCD",1,1,4,1600,1,500,2 x 1.9GHz,4,0,1,1,0,1,1,0,0,1,2,0
"MSI GT72 Dominator Pro Dragon Edition 17.3"" Intel Core i7 6820HK 2.6GHz / 32GB / 128GB",1249,https://images.versus.io/objects/msi-gt72-dominator-pro-dragon-edition-17-3-intel-core-i7-6820hk-2-6ghz-32gb-128gb.front.master.1576684641045.jpg,3.81,0,1,6108593,429.3,294.6,48.3,17.3,1920 x 1080px,127,"LED-backlit, LCD",0,1,32,2133,1,128,4 x 2.6GHz,12,0,1,1,0,1,1,0,0,0,1,0
"MSI GT73VR Titan Pro-201 17.3"" Intel Core i7-6820HK 2.7GHz / 64GB / 1TB",2748,https://images.versus.io/objects/msi-gt73vr-titan-pro-201-17-3-intel-core-i7-6820hk-2-7ghz-64gb-1tb.front.master.1576684641045.jpg,3.9,0,1,6005413,428,313.9,44.7,17.3,1920 x 1080px,127,"LED-backlit, LCD",0,1,64,2400,1,1000,4 x 2.7GHz,20,0,1,1,0,1,1,0,0,0,1,0
"Samsung Notebook 7 Spin 15.6"" Intel Core i7-6500U 2.5GHz / 16GB / 1TB",1901,https://images.versus.io/objects/samsung-notebook-7-spin-15-6-intel-core-i7-6500u-2-5ghz-16gb-1tb.front.master.1576684641045.jpg,2.27,0,1,1903693,374.4,256.8,19.8,15.6,1920 x 1080px,141,"LED-backlit, LCD",1,0,16,2133,1,1000,4 x 2.5GHz,8,0,1,1,0,1,1,0,0,0,2,0
"Dell XPS 13 Touch 13.3"" Intel Core i7 6560U 2.2GHz / 8GB / 256GB",1.2,https://images.versus.io/objects/dell-xps-13-touch-13-3-intel-core-i7-6560u-2-2ghz-8gb-256gb.front.master.1576684641045.jpg,1.32,0,1,511743,304.3,200.2,8.4,13.3,3200 x 1800px,276,"IPS, LCD, LED-backlit",1,0,8,1866,1,256,2 x 2.2GHz,2,0,0,1,0,1,1,0,0,0,2,0
"Toshiba Portege Z30T 13.3"" Intel Core i5-4310U 2GHz / 8GB / 128GB",226,https://images.versus.io/objects/toshiba-portege-z30t-13-3-intel-core-i5-4310u-2ghz-8gb-128gb.front.master.1576684641045.jpg,1.36,0,1,997.13,315,226.1,14,13.3,1920 x 1080px,165,"LED-backlit, LCD",1,0,8,1600,1,128,2 x 2GHz,4,0,1,1,0,1,1,0,0,1,1,0
"Lenovo Yoga 900 13.3"" Intel Core i7-6500U 2.5GHz / 8GB / 512GB",450,https://images.versus.io/objects/lenovo-yoga-900-13-3-intel-core-i7-6500u-2-5ghz-8gb-512gb.front.master.1576684641045.jpg,1.27,0,1,1093163,323.9,225,15,13.3,3200 x 1800px,276,"IPS, LCD, LED-backlit",1,0,8,1600,1,512,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,2,0
"Asus RoG G501JW 15.6"" Intel Core i7-4720HQ 2.6GHz / 16GB / 512GB",1247,https://images.versus.io/objects/asus-rog-g501jw-15-6-intel-core-i7-4720hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg,2.04,0,1,1964513,381,254,20.3,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",0,1,16,1600,1,512,4 x 2.6GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Dell XPS 13 9343 Touch 13.3"" Intel Core i7 6500U 2.5GHz / 8GB / 256GB",1.3,https://images.versus.io/objects/dell-xps-13-9343-touch-13-3-intel-core-i7-6500u-2-5ghz-8gb-256gb.front.master.1576684641045.jpg,1.32,0,1,9263,304.3,200.2,15.2,13.3,3200 x 1800px,276,"LED-backlit, LCD",1,0,8,1866,1,256,2 x 2.5GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Asus ROG G501J 15.6"" Intel Core i7-4720HQ 2.6GHz / 16GB / 512GB",944,https://images.versus.io/objects/asus-rog-g501j-15-6-intel-core-i7-4720hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg,2.27,0,1,2055333,383.5,254,21.1,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",0,1,16,1600,1,512,4 x 2.6GHz,8,0,1,1,0,1,1,0,0,0,1,0
"MSI GS63VR Stealth Pro 4K-021 15.6"" Intel Core i7-6700HQ 2.6GHz / 16GB / 512GB",899,https://images.versus.io/objects/msi-gs63vr-stealth-pro-4k-021-15-6-intel-core-i7-6700hq-2-6ghz-16gb-512gb.front.master.1576684641045.jpg,1.8,0,1,1655183,380,248.9,17.5,15.6,3840 x 2160px,282,"IPS, LCD, LED-backlit",0,0,16,2400,1,512,4 x 2.6GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Lenovo ThinkPad T560 15.6"" Intel Core i5 6200U 2.6GHz / 32GB / 500GB",312,https://images.versus.io/objects/lenovo-thinkpad-t560-15-6-intel-core-i5-6200u-2-6ghz-32gb-500gb.front.master.1576684641045.jpg,2.27,0,0,2199843,380.5,258.1,22.4,15.6,2560 x 1440px,188,"IPS, LCD",0,1,32,1600,1,500,2 x 2.6GHz,4,0,1,1,0,1,1,0,0,1,2,0
"MSI WS60 6QJ 15.6"" Intel Xeon E3-1505MV5 2.8GHz / 16GB / 256GB",696,https://images.versus.io/objects/msi-ws60-6qj-15-6-intel-xeon-e3-1505mv5-2-8ghz-16gb-256gb.front.master.1576684641045.jpg,1.98,0,1,2052753,389.9,265.9,19.8,15.6,3840 x 2160px,282,"LED-backlit, LCD",0,0,16,2133,1,256,4 x 2.8GHz,8,0,1,1,0,1,1,0,0,0,1,0
"HP Envy 17t 17.3"" Intel i7-4702MQ 2.2GHz / 8GB / 1TB",1064,https://images.versus.io/objects/hp-envy-17t-17-3-intel-i7-4702mq-2-2ghz-8gb-1tb.front.master.1576684641045.jpg,2.77,0,1,3503983,416.1,274.3,30.7,17.3,1920 x 1080px,127,"LED-backlit, LCD",1,0,8,2133,0,1000,4 x 2.2GHz,8,0,1,1,0,1,1,0,0,1,2,0
"Dell Precision M2800 15.6"" Intel Core i5-4200M 2.5GHz / 8GB / 500GB",1.7,https://images.versus.io/objects/dell-precision-m2800-15-6-intel-core-i5-4200m-2-5ghz-8gb-500gb.front.master.1576684641045.jpg,2.56,0,1,3160223,379,250.4,33.3,15.6,1920 x 1080px,141,"LED-backlit, LCD",0,1,8,1600,1,500,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,1,2,0
"Lenovo ThinkPad X1 Carbon Gen 9 14"" Intel Core i7-1165G7 2.8GHz / 16GB RAM / 1TB SSD",226,https://images.versus.io/objects/lenovo-thinkpad-x1-carbon-gen-9-14-intel-core-i7-1165g7-2-8ghz-16gb-ram-1tb-ssd.front.master.1621881531193.jpg,1.13,0,1,1038433,314.5,221.6,14.9,14,1920 x 1200px,162,"IPS, LCD, LED-backlit",1,1,16,4267,1,1000,4 x 2.8GHz,8,0,1,1,0,1,1,0,0,1,4,1
"Toshiba Satellite Pro L850 15.6"" Intel Core i7-3630QM 2.4GHz / 8GB / 750GB",518,https://images.versus.io/objects/toshiba-satellite-pro-l850-15-6-intel-core-i7-3630qm-2-4ghz-8gb-750gb.front.master.1576684641045.jpg,2.93,0,0,3066873,380,242,33.35,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,8,1600,0,750,4 x 2.4GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Toshiba Satellite Pro C850 15.6"" Intel Celeron B830 1.8GHz / 2GB / 500GB",226,https://images.versus.io/objects/toshiba-satellite-pro-c850-15-6-intel-celeron-b830-1-8ghz-2gb-500gb.front.master.1576684641045.jpg,2.4,0,0,3066873,380,242,33.35,15.6,1366 x 768px,100,LCD,0,0,2,1333,0,500,2 x 1.8GHz,2,0,1,1,0,1,1,0,0,0,1,0
"Asus R500 15.6"" Intel Core i7-3630QM 2.4GHz / 4GB / 750GB",652,https://images.versus.io/objects/asus-r500-15-6-intel-core-i7-3630qm-2-4ghz-4gb-750gb.front.master.1576684641045.jpg,2.52,0,0,3026613,378,251,31.9,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,4,1600,0,750,4 x 2.4GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Asus K55 15.6"" Intel Core i3-3120M 2.5GHz / 4GB / 500GB",460,https://images.versus.io/objects/asus-k55-15-6-intel-core-i3-3120m-2-5ghz-4gb-500gb.front.master.1576684641045.jpg,2.52,0,0,3026613,378,251,31.9,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,4,1600,0,500,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Toshiba Satellite Pro L850 15.6"" Intel Core i7-3630QM 2.4GHz / 6GB / 750GB",377,https://images.versus.io/objects/toshiba-satellite-pro-l850-15-6-intel-core-i7-3630qm-2-4ghz-6gb-750gb.front.master.1576684641045.jpg,2.93,0,0,3066873,380,242,33.35,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,6,1600,0,750,4 x 2.4GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Huawei MateBook D 14"" AMD Ryzen 5 2500U 2GHz / 8GB RAM / 256GB SSD",848,https://images.versus.io/objects/huawei-matebook-d-14-amd-ryzen-5-2500u-2ghz-8gb-ram-256gb-ssd.front.master.1576684641045.jpg,1.45,0,1,1127853,323,221,15.8,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,0,8,2400,1,256,4 x 2GHz,8,0,1,1,0,1,1,0,0,1,2,0
"Toshiba Satellite L850 15.6"" Intel Core i5-3210M 2.5GHz / 4GB / 750GB",290,https://images.versus.io/objects/toshiba-satellite-l850-15-6-intel-core-i5-3210m-2-5ghz-4gb-750gb.front.master.1576684641045.jpg,2.4,0,0,3080663,380,242,33.5,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,4,1600,0,750,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Asus Transformer Book T300LA 13.3"" Intel Core i7-4500U 1.8GHz / 8GB / 256GB",716,https://images.versus.io/objects/asus-transformer-book-t300la-13-3-intel-core-i7-4500u-1-8ghz-8gb-256gb.front.master.1576684641045.jpg,1.9,0,0,1719.83,343,218,23,13.3,1920 x 1080px,165,"IPS, LCD, LED-backlit",1,0,8,1600,1,256,2 x 1.8GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Asus X75VD 17.3"" Intel Core i5-3210M 2.5GHz / 6GB / 750GB",848,https://images.versus.io/objects/asus-x75vd-17-3-intel-core-i5-3210m-2-5ghz-6gb-750gb.front.master.1576684641045.jpg,2.54,0,0,4758.83,419.1,279.4,40.64,17.3,1600 x 900px,106,"LED-backlit, LCD",0,0,6,1600,0,750,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Asus X550LA 15.6"" Intel Core i7-4500U 1.8GHz / 8GB / 1TB",944,https://images.versus.io/objects/asus-x550la-15-6-intel-core-i7-4500u-1-8ghz-8gb-1tb.front.master.1576684641045.jpg,2.3,0,0,3023553,380,251,31.7,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,8,1600,0,1000,2 x 1.8GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Toshiba Satellite Pro C850 15.6"" Intel Core i5-3210M 2.5GHz / 4GB / 640GB",226,https://images.versus.io/objects/toshiba-satellite-pro-c850-15-6-intel-core-i5-3210m-2-5ghz-4gb-640gb.front.master.1576684641045.jpg,2.4,0,0,3066873,380,242,33.35,15.6,1366 x 768px,100,LCD,0,0,4,1333,0,640,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,1,0
"HP Envy 17 17.3"" Intel Core i7-4702MQ 2.2GHz / 16GB / 750GB",1229,https://images.versus.io/objects/hp-envy-17-17-3-intel-core-i7-4702mq-2-2ghz-16gb-750gb.front.master.1576684641045.jpg,2.79,0,1,34933,416,274.4,30.6,17.3,1600 x 900px,106,"LED-backlit, LCD",0,0,16,1333,0,750,4 x 2.2GHz,8,0,1,1,0,1,1,0,0,0,1,0
"Acer Aspire V7-581P 15.6"" Intel Core i5-3337U 1.8GHz / 6GB / 500GB",518,https://images.versus.io/objects/acer-aspire-v7-581p-15-6-intel-core-i5-3337u-1-8ghz-6gb-500gb.front.master.1576684641045.jpg,2.22,0,0,2234383,381,256.54,22.86,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,6,1600,0,500,2 x 1.8GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Asus Transformer Book Trio TX201LA 11.6"" Intel Core i7-4500U 1.8GHz / 4GB / 500GB",369,https://images.versus.io/objects/asus-transformer-book-trio-tx201la-11-6-intel-core-i7-4500u-1-8ghz-4gb-500gb.front.master.1576684641045.jpg,1.7,0,1,791773,304.92,193.78,13.4,11.6,1920 x 1080px,189,"IPS, LCD, LED-backlit",1,0,4,1600,0,500,2 x 1.8GHz,4,0,1,1,0,1,1,0,0,0,2,0
"Toshiba Satellite L850 15.6"" Intel Core i5-3210M 2.5GHz / 4GB / 1TB",290,https://images.versus.io/objects/toshiba-satellite-l850-15-6-intel-core-i5-3210m-2-5ghz-4gb-1tb.front.master.1576684641045.jpg,2.4,0,0,3080663,380,242,33.5,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,4,1600,0,1000,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Asus ZenBook UX301LA 13.3"" Intel Core i7-4558U 2.8GHz / 12GB / 256GB",950,https://images.versus.io/objects/asus-zenbook-ux301la-13-3-intel-core-i7-4558u-2-8ghz-12gb-256gb.front.master.1576684641045.jpg,1.4,0,1,1138473,325,226,15.5,13.3,2560 x 1440px,220,"IPS, LCD, LED-backlit",0,0,12,1600,1,256,2 x 2.8GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Toshiba Satellite C850 15.6"" Intel Core i5-3210M 2.5GHz / 4GB / 1TB",290,https://images.versus.io/objects/toshiba-satellite-c850-15-6-intel-core-i5-3210m-2-5ghz-4gb-1tb.front.master.1576684641045.jpg,2.4,0,0,3080663,380,242,33.5,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,4,1600,0,1000,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Acer Aspire V7-581P 15.6"" Intel Core i7-4500U 1.8GHz / 8GB / 500GB",500,https://images.versus.io/objects/acer-aspire-v7-581p-15-6-intel-core-i7-4500u-1-8ghz-8gb-500gb.front.master.1576684641045.jpg,2.22,0,0,2234383,381,256.54,22.86,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,8,1600,0,500,2 x 1.8GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Asus X453MA 14"" Intel Celeron N2840 2.16GHz / 2GB / 500GB",219,https://images.versus.io/objects/asus-x453ma-14-intel-celeron-n2840-2-16ghz-2gb-500gb.front.master.1576684641045.jpg,2,0,0,2137323,348,241.8,25.4,14,1366 x 768px,111,"LED-backlit, LCD",0,0,2,1600,0,500,2 x 2.16GHz,2,0,1,1,0,1,1,0,0,0,1,0
Asus ZenBook Flip S,1749,https://images.versus.io/objects/asus-zenbook-flip-s.front.master.1576684641045.jpg,1.1,0,1,743753,313,218,10.9,13.3,3840 x 2160px,331.2,"IPS, LCD, LED-backlit",1,0,16,1866,1,256,2 x 0.9GHz,4,0,1,1,0,1,1,0,0,1,1,0
"Dell Latitude 11 3150 11.6"" Intel Celeron N2840 2.16GHz / 2GB / 250GB",175,https://images.versus.io/objects/dell-latitude-11-3150-11-6-intel-celeron-n2840-2-16ghz-2gb-250gb.front.master.1576684641045.jpg,1.35,0,0,1461983,301,212.1,22.9,11.6,1366 x 768px,135,LCD,0,1,2,1600,0,250,2 x 2.16GHz,2,0,1,1,0,1,1,0,0,0,1,0
"Asus ZenBook UX305FA 13.3"" Intel Core M 5Y10 0.8GHz / 8GB / 256GB",599,https://images.versus.io/objects/asus-zenbook-ux305fa-13-3-intel-core-m-5y10-0-8ghz-8gb-256gb.front.master.1576684641045.jpg,1.2,0,0,892273,323.9,225.8,12.2,13.3,1920 x 1080px,165,"IPS, LCD, LED-backlit",0,0,8,1600,1,256,2 x 0.8GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Lenovo G50 15.6"" Intel Core i7-5500U 2.4GHz / 16GB/ 1TB",570,https://images.versus.io/objects/lenovo-g50-15-6-intel-core-i7-5500u-2-4ghz-16gb-1tb.front.master.1576684641045.jpg,2.1,0,0,2532873,384,264.9,24.9,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,16,1600,0,1000,2 x 2.4GHz,4,0,1,1,0,1,1,0,0,0,2,0
"Dell Latitude 14 E7450 14"" Intel i5 5200U 2.2GHz / 8GB / 256GB",371,https://images.versus.io/objects/dell-latitude-14-e7450-14-intel-i5-5200u-2-2ghz-8gb-256gb.front.master.1656684572013.jpg,1.54,0,1,1588163,337.8,231.6,20.3,14,1366 x 768px,112,"LED-backlit, LCD",1,1,8,1600,1,256,2 x 2.2GHz,4,0,1,1,0,1,1,0,0,1,2,0
"Asus Chromebook C200MA 11.6"" Intel Celeron N2830 2.16GHz / 4GB RAM / 32GB SSD",119,https://images.versus.io/objects/asus-chromebook-c200ma-11-6-intel-celeron-n2830-2-16ghz-4gb-ram-32gb-ssd.front.master.1677247205825.jpg,1.13,0,0,12163,304,200,20,11.6,1366 x 768px,135,LED-backlit,0,0,4,1600,1,32,2 x 2.16GHz,2,0,1,0,0,1,1,0,0,0,1,0
"Acer Swift 3 14"" Intel Core i5-6200U 2.3GHz / 8GB / 512GB",540,https://images.versus.io/objects/acer-swift-3-14-intel-core-i5-6200u-2-3ghz-8gb-512gb.front.master.1576684641045.jpg,1.5,0,1,1431163,340.4,236.2,17.8,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,1,8,2133,1,512,2 x 2.3GHz,4,0,1,1,0,1,1,0,0,1,1,0
Acer Spin 3 15.6â€? Intel Core i7-6500U 2.5GHz / 12GB / 1TB HDD,599,https://images.versus.io/objects/acer-spin-3-15-6-intel-core-i7-6500u-2-5ghz-12gb-1tb-hdd.front.master.1576684641045.jpg,2.15,0,1,2164.13,381.5,251,22.6,15.6,1920 x 1080px,141,"IPS, LCD, LED-backlit",1,1,12,2133,0,1000,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Lenovo IdeaPad Y900 17.3"" Intel Core i7 6700HQ 2.6GHz / 64GB / 1TB",859,https://images.versus.io/objects/lenovo-ideapad-y900-17-3-intel-core-i7-6700hq-2-6ghz-64gb-1tb.front.master.1576684641045.jpg,4.6,0,1,4791.63,424.9,315,35.8,17.3,1920 x 1080px,127,LCD,0,0,64,2133,1,1000,4 x 2.6GHz,8,0,0,1,0,1,1,0,0,0,1,0
"Sony Vaio Z Canvas 12.3"" Intel Core i7-4770HQ 2.2Ghz / 16GB / 512GB",1.05,https://images.versus.io/objects/sony-vaio-z-canvas-12-3-intel-core-i7-4770hq-2-2ghz-16gb-512gb.front.master.1576684641045.jpg,1.21,0,0,878763,301,213.1,13.7,12.3,2560 x 1704px,250,"IPS, LCD, LED-backlit",1,0,8,1600,1,512,4 x 2.2GHz,8,0,1,1,0,1,1,0,1,0,1,0
"Apple MacBook Air (2015) 13""",30,https://images.versus.io/objects/apple-macbook-air-2015-13.front.master.1576684641045.jpg,1.35,0,1,1269323,325.1,227,17.2,13.3,1440 x 900px,127,"IPS, LCD, LED-backlit",0,0,8,1600,1,512,2 x 2.2GHz,4,0,0,1,1,1,1,0,0,0,2,0
"HP EliteBook 1040 G3 14"" Intel Core i5-6300U 2.4GHz / 8GB / 256GB SSD",220,https://images.versus.io/objects/hp-elitebook-1040-g3-14-intel-core-i5-6300u-2-4ghz-8gb-256gb-ssd.front.master.1576684641045.jpg,1.43,0,1,1240553,337.1,234.4,15.7,14,1920 x 1080px,157,"LED-backlit, LCD",0,1,8,2133,1,256,2 x 2.4GHz,4,0,1,1,0,1,1,0,0,1,2,0
"Asus VivoBook X556UQ 15.6"" Intel Core i5- 6200U / 2.3GHz / 8GB / 256 SSD",699,https://images.versus.io/objects/asus-vivobook-x556uq-15-6-intel-core-i5-6200u-2-3ghz-8gb-256-ssd.front.master.1576684641045.jpg,2.3,0,0,2513183,382,258,25.5,15.6,1366 x 768px,100,"LED-backlit, LCD",0,0,8,2133,1,256,2 x 2.3GHz,4,0,1,1,0,1,1,0,0,0,1,0
"Dell XPS 13 9350 13.3"" Intel Core i7 6560U 2.2GHz / 16GB / 512GB",399,https://images.versus.io/objects/dell-xps-13-9350-13-3-intel-core-i7-6560u-2-2ghz-16gb-512gb.front.master.1576684641045.jpg,1.32,0,1,511743,304.3,200.2,8.4,13.3,3200 x 1800px,276,"IPS, LCD",1,0,16,1866,1,512,2 x 2.2GHz,4,0,0,1,0,1,1,0,0,0,2,0
"Sony Vaio Z Canvas 12.3"" Intel Core i7-4770HQ 2.2Ghz / 8GB / 256GB",2249,https://images.versus.io/objects/sony-vaio-z-canvas-12-3-intel-core-i7-4770hq-2-2ghz-8gb-256gb.front.master.1576684641045.jpg,1.21,0,0,878763,301,213.1,13.7,12.3,2560 x 1704px,250,"IPS, LCD, LED-backlit",1,0,8,1600,1,256,4 x 2.2GHz,8,0,1,1,0,1,1,0,1,0,1,0
"Asus VivoBook X556UQ 15.6"" Intel Core i7-6500U / 2.5GHz / 8GB / 512GB SSD",944,https://images.versus.io/objects/asus-vivobook-x556uq-15-6-intel-core-i7-6500u-2-5ghz-8gb-512gb-ssd.front.master.1576684641045.jpg,2.3,0,0,2513183,382,258,25.5,15.6,1920 x 1080px,141,"LED-backlit, LCD",0,1,8,2133,1,512,2 x 2.5GHz,4,0,1,1,0,1,1,0,0,0,1,0
